able_a
unable_a
dying_a
last_a
cut_a
absolute_a
direct_a
implicit_a
living_a
relative_a
resistant_a
ideal_a
real_a
ample_a
rich_a
easy_a
thick_a
long_a
rank_a
rare_a
tight_a
acceptable_a
unacceptable_a
handy_a
close_a
straight_a
true_a
away_a
outside_a
faulty_a
incorrect_a
